Song,Start,End,Duration,Lyric,Prediction,Lyric_clean,Prediction_clean,WER,CER,Words
Actions - One Minute Smile,0.0,7.0,7.0,you hold my hand as you look around you kiss me quick i don't make sound you, You hold my hand as you look around You kiss me quick I don't make sound You l-,you hold my hand as you look around you kiss me quick i dont make sound you,you hold my hand as you look around you kiss me quick i dont make sound you l,0.058823529411764705,0.02666666666666667,17
Actions - One Minute Smile,6.0,12.0,6.0,you look at me so you see right through me through me, You're looking me as though you see what it threw me through me,you look at me so you see right through me through me,youre looking me as though you see what it threw me through me,0.6666666666666666,0.41509433962264153,12
Actions - One Minute Smile,11.0,17.0,6.0,we walk in silence what's happen now one minute smile now it's only fraud," Who you are, your silence, what's happening now? One meme is known, now it's so proud",we walk in silence whats happen now one minute smile now its only fraud,who you are your silence whats happening now one meme is known now its so proud,0.7142857142857143,0.4507042253521127,14
Actions - One Minute Smile,17.0,22.0,5.0,i'm so confused once we were so strong so strong," I'm so confused, what's new is so strange, so strange",im so confused once we were so strong so strong,im so confused whats new is so strange so strange,0.5,0.2978723404255319,10
Actions - One Minute Smile,22.0,28.0,6.0,if this is not love it feels a lot like love you," If it's turned up, it feels like love",if this is not love it feels a lot like love you,if its turned up it feels like love,0.5833333333333334,0.4583333333333333,12
Actions - One Minute Smile,27.0,33.0,6.0,you double standards they always got me down," You die for then Hood, While drumming and jazz",you double standards they always got me down,you die for then hood while drumming and jazz,1.0,0.7727272727272727,8
Actions - One Minute Smile,33.0,43.0,10.0,i don't know where where we went wrong i just don't know i just don't know," I just love him, when we were I just love him, I just love him",i dont know where where we went wrong i just dont know i just dont know,i just love him when we were i just love him i just love him,0.625,0.4788732394366197,16
Actions - One Minute Smile,43.0,49.0,6.0,if it's not love it feels a lot like love," If it's true, it's not the right one.",if its not love it feels a lot like love,if its true its not the right one,0.8,0.575,10
Actions - One Minute Smile,49.0,57.0,8.0,a lot like love a lot like love," I love my love, I love my love",a lot like love a lot like love,i love my love i love my love,0.75,0.45161290322580644,8
Actions - One Minute Smile,57.0,64.0,7.0,we had turns like no other you can make me smile when i weep," We have turns like no other, you can make me smile at our way.",we had turns like no other you can make me smile when i weep,we have turns like no other you can make me smile at our way,0.2857142857142857,0.18333333333333332,14
Actions - One Minute Smile,64.0,69.0,5.0,but my tears can drown out the laughter now oh now," My tears can drown out, but left alone now",but my tears can drown out the laughter now oh now,my tears can drown out but left alone now,0.45454545454545453,0.38,11
Actions - One Minute Smile,69.0,75.0,6.0,we talk until the sun rises you listen to all the same lies we speak, We talkin' to al Hair w needles and wholves it all to sing lulls Please Smith,we talk until the sun rises you listen to all the same lies we speak,we talkin to al hair w needles and wholves it all to sing lulls please smith,0.9333333333333333,0.6470588235294118,15
Actions - One Minute Smile,74.0,80.0,6.0,we speak like there's no one else around around, Please make the news to move when they'll surround the ground,we speak like theres no one else around around,please make the news to move when theyll surround the ground,1.2222222222222223,0.6739130434782609,9
Actions - One Minute Smile,80.0,85.0,5.0,if this is not love it feels a lot like love," It's not the end, it's not the end, it's not the end",if this is not love it feels a lot like love,its not the end its not the end its not the end,1.0909090909090908,0.7272727272727273,11
Actions - One Minute Smile,85.0,90.0,5.0,you double standards they always got me down," You double, stand up, they always want me to tell",you double standards they always got me down,you double stand up they always want me to tell,0.625,0.29545454545454547,8
Actions - One Minute Smile,90.0,96.0,6.0,i don't know where where we went wrong i, I don't know when we're gone,i dont know where where we went wrong i,i dont know when were gone,0.6666666666666666,0.41025641025641024,9
Actions - One Minute Smile,96.0,102.0,6.0,i just don't know i just don't know if it's," I just don't know, I just don't know if it's...",i just dont know i just dont know if its,i just dont know i just dont know if its,0.0,0.0,10
Actions - One Minute Smile,101.0,106.0,5.0,if it's not love it feels a lot like love," Here we go, where we go to our life",if its not love it feels a lot like love,here we go where we go to our life,1.0,0.725,10
Actions - One Minute Smile,106.0,114.0,8.0,a lot like love a lot like love," I love you, I love you, I love you, I love you",a lot like love a lot like love,i love you i love you i love you i love you,1.25,0.7741935483870968,8
Actions - One Minute Smile,114.0,119.0,5.0,a lot like love i don't know where," Oh, you're disappointed",a lot like love i dont know where,oh youre disappointed,1.0,0.7878787878787878,8
Actions - One Minute Smile,119.0,125.0,6.0,where we went wrong i just don't know now i, We were alone I just don't feel where I want,where we went wrong i just dont know now i,we were alone i just dont feel where i want,0.6,0.5714285714285714,10
Actions - One Minute Smile,124.0,135.0,11.0,now i just don't know, I want you to know You're sweet as a gold There's gold in your eyes Such a fly,now i just dont know,i want you to know youre sweet as a gold theres gold in your eyes such a fly,3.4,3.15,5
Actions - One Minute Smile,135.0,139.0,4.0,a lot like love i don't know, I don't know,a lot like love i dont know,i dont know,0.5714285714285714,0.5925925925925926,7
Actions - One Minute Smile,138.0,145.0,7.0,don't know but we will go i just don't know," Don't know where we were from I don't know, don't know",dont know but we will go i just dont know,dont know where we were from i dont know dont know,0.5,0.4634146341463415,10
Actions - One Minute Smile,145.0,153.0,8.0,i just don't know if it's not love it feels a lot like love, But I just don't know if it's true or wrong If it's true or wrong,i just dont know if its not love it feels a lot like love,but i just dont know if its true or wrong if its true or wrong,0.6428571428571429,0.5614035087719298,14
Actions - One Minute Smile,153.0,163.0,10.0,a lot like love a lot like love, Fed boy I take off Fed boy that hated me,a lot like love a lot like love,fed boy i take off fed boy that hated me,1.25,0.9032258064516129,8
Actions - South Of The Water,0.0,8.0,8.0,my skin's falling off i'm breaking at the seeps, Muskins fall in love breaking at the same,my skins falling off im breaking at the seeps,muskins fall in love breaking at the same,0.6666666666666666,0.3111111111111111,9
Actions - South Of The Water,8.0,15.0,7.0,he's holding me under and i can't breath, He's holding me under and I can breathe,hes holding me under and i cant breath,hes holding me under and i can breathe,0.25,0.05263157894736842,8
Actions - South Of The Water,15.0,19.0,4.0,slow and painful and as it seems, I'm so in love with this city,slow and painful and as it seems,im so in love with this city,1.0,0.84375,7
Actions - South Of The Water,19.0,26.0,7.0,now i'm caving in my heart is so ficating,,now im caving in my heart is so ficating,,1.0,1.0,9
Actions - South Of The Water,26.0,35.0,9.0,my hands frost in start cause you are tearing me apart, My lips flushed They're still on It's because you was hardy to handle,my hands frost in start cause you are tearing me apart,my lips flushed theyre still on its because you was hardy to handle,1.0,0.7592592592592593,11
Actions - South Of The Water,36.0,44.0,8.0,oh,,oh,,1.0,1.0,1
Actions - South Of The Water,44.0,52.0,8.0,you make this feel like home oh so," You will die, you will die",you make this feel like home oh so,you will die you will die,0.875,0.6764705882352942,8
Actions - South Of The Water,51.0,57.0,6.0,so when you're on your own south of the water,,so when youre on your own south of the water,,1.0,1.0,10
Actions - South Of The Water,57.0,62.0,5.0,we build this up with bricks and mortar,,we build this up with bricks and mortar,,1.0,1.0,8
Actions - South Of The Water,62.0,69.0,7.0,oh you make this feel like home it's,,oh you make this feel like home its,,1.0,1.0,8
Actions - South Of The Water,68.0,75.0,7.0,it's cold outside but my temper's increasing, Your it's cross history Most of them nuestros,its cold outside but my tempers increasing,your its cross history most of them nuestros,1.0,0.7857142857142857,7
