Song,Split,Start,End,Duration,Words,Lyric,has_lyrics
Atlantis Bound - It Was My Fault For Waiting,Train,190.0,195.0,5.0,1,-,False
Atlantis Bound - It Was My Fault For Waiting,Train,195.0,203.0,8.0,8,and this is the one thing i regret,True
Atlantis Bound - It Was My Fault For Waiting,Train,202.0,208.0,6.0,6,letting you in is my regret,True
Atlantis Bound - It Was My Fault For Waiting,Train,208.0,215.0,7.0,10,so what was i thinking oh what's it gonna be,True
Atlantis Bound - It Was My Fault For Waiting,Train,215.0,220.0,5.0,6,what's it gonna be and i,True
Atlantis Bound - It Was My Fault For Waiting,Train,220.0,230.0,10.0,11,i know you couldn't tell the truth to save your soul,True
Atlantis Bound - It Was My Fault For Waiting,Train,230.0,234.0,4.0,3,and i know,True
Atlantis Bound - It Was My Fault For Waiting,Train,234.0,243.0,9.0,19,you will lead to my demise but i just ignore all the signs and i'm not gonna wait fo,True
Atlantis Bound - It Was My Fault For Waiting,Train,242.0,250.0,8.0,4,for another heart break,True
Atlantis Bound - It Was My Fault For Waiting,Train,250.0,256.0,6.0,1,-,False
Atlantis Bound - It Was My Fault For Waiting,Train,256.0,265.0,9.0,1,-,False
ANiMAL - Rockshow,Train,0.0,11.0,11.0,1,-,False
ANiMAL - Rockshow,Train,11.0,16.0,5.0,15,heading for the rock stop at the front gate cause i'm banned from the rockshow,True
ANiMAL - Rockshow,Train,16.0,21.0,5.0,16,ain't got time for the chrises at the renegade cause i am banned from the rockshow,True
ANiMAL - Rockshow,Train,21.0,26.0,5.0,15,but who can be told guitars are instinct so when you're banned from the rockshow,True
ANiMAL - Rockshow,Train,26.0,32.0,6.0,15,so take your twelve strings to the antic shop somebody please please stop the rock,True
ANiMAL - Rockshow,Train,43.0,48.0,5.0,15,heading for the rock stop at the front gate because  i'm banned from the rockshow,True
ANiMAL - Rockshow,Train,48.0,53.0,5.0,15,ain't got time for this grizzlies at this renegade cause i'm banned from the rockshow,True
ANiMAL - Rockshow,Train,53.0,58.0,5.0,16,so take your power calls and get yourself home because  i am banned from the rockshow,True
ANiMAL - Rockshow,Train,58.0,64.0,6.0,16,so take your twelve strings to the antic shop let somebody please please stop the rock,True
ANiMAL - Rockshow,Train,74.0,84.0,10.0,12,stop the rock  stop the rock  stop the rock stop the rock,True
ANiMAL - Rockshow,Train,84.0,90.0,6.0,1,-,False
ANiMAL - Rockshow,Train,90.0,95.0,5.0,1,-,False
ANiMAL - Rockshow,Train,95.0,103.0,8.0,1,-,False
ANiMAL - Rockshow,Train,124.0,128.0,4.0,14,based on fine i am looking tired cause i'm banned from the rock show,True
ANiMAL - Rockshow,Train,128.0,133.0,5.0,15,i couldn't get my groove to the radio cause i'm banned from the rock show,True
ANiMAL - Rockshow,Train,133.0,138.0,5.0,13,a fader's flash row maxed to y cause i'm banned from the rockshow,True
ANiMAL - Rockshow,Train,138.0,145.0,7.0,15,i spent too much time flying round the clock somebody please please stop the rock,True
ANiMAL - Rockshow,Train,145.0,151.0,6.0,2,wow ho,True
ANiMAL - Rockshow,Train,151.0,158.0,7.0,1,-,False
ANiMAL - Rockshow,Train,158.0,165.0,7.0,1,-,False
James May - If You Say,Train,0.0,10.0,10.0,1,-,False
James May - If You Say,Train,10.0,18.0,8.0,1,-,False
James May - If You Say,Train,18.0,25.0,7.0,1,-,False
James May - If You Say,Train,25.0,31.0,6.0,5,if you say good bye,True
James May - If You Say,Train,31.0,40.0,9.0,8,and you walk away you won't hear me,True
James May - If You Say,Train,40.0,50.0,10.0,10,crying you won't see the dark clouds on my face,True
James May - If You Say,Train,50.0,55.0,5.0,5,if you say you care,True
James May - If You Say,Train,55.0,61.0,6.0,5,but you can't be here,True
James May - If You Say,Train,61.0,71.0,10.0,11,i won't try to hold you i won't burn my wishes,True
James May - If You Say,Train,71.0,75.0,4.0,3,in your ear,True
James May - If You Say,Train,75.0,83.0,8.0,10,but i still want you baby more than those ways,True
James May - If You Say,Train,83.0,87.0,4.0,3,i used to,True
James May - If You Say,Train,87.0,93.0,6.0,6,cause i still long to taste,True
James May - If You Say,Train,93.0,99.0,6.0,9,all of the fruits of the love we'd make,True
James May - If You Say,Train,99.0,105.0,6.0,5,if you say you'll try,True
James May - If You Say,Train,105.0,110.0,5.0,5,but you are not sure,True
James May - If You Say,Train,111.0,120.0,9.0,10,you won't catch me fighting i will cast my hope,True
James May - If You Say,Train,120.0,125.0,5.0,5,in a lake that's pure,True
James May - If You Say,Train,125.0,133.0,8.0,1,-,False
James May - If You Say,Train,133.0,140.0,7.0,1,-,False
James May - If You Say,Train,140.0,149.0,9.0,1,-,False
James May - If You Say,Train,149.0,158.0,9.0,9,can i still kiss you there're so many ways,True
James May - If You Say,Train,158.0,164.0,6.0,6,i'd need to feel you close,True
James May - If You Say,Train,164.0,170.0,6.0,8,squeeze you tight baby all through the day,True
James May - If You Say,Train,170.0,179.0,9.0,7,and into night if you say hello,True
James May - If You Say,Train,179.0,185.0,6.0,5,and you come my way,True
James May - If You Say,Train,186.0,195.0,9.0,10,you might see me crying but you'll see the joy,True
James May - If You Say,Train,195.0,201.0,6.0,4,that's on my face,True
James May - If You Say,Train,201.0,210.0,9.0,1,-,False
James May - If You Say,Train,210.0,216.0,6.0,1,-,False
James May - If You Say,Train,216.0,222.0,6.0,1,-,False
James May - If You Say,Train,222.0,229.0,7.0,1,-,False
James May - If You Say,Train,229.0,237.0,8.0,1,-,False
James May - If You Say,Train,237.0,245.0,8.0,1,-,False
James May - If You Say,Train,245.0,253.0,8.0,1,-,False
Steven Clark - Bounty,Train,0.0,5.0,5.0,6,down down down down down down,True
Steven Clark - Bounty,Train,5.0,10.0,5.0,6,down down down down down down,True
Steven Clark - Bounty,Train,10.0,20.0,10.0,20,ain't no sense in talking i'll just keep on walking she said i gotta pay the pain won't go away,True
Steven Clark - Bounty,Train,20.0,31.0,11.0,17,now everybody's calling asking where i've gone but i don't wanna say cause she ain't gonna wait,True
Steven Clark - Bounty,Train,31.0,35.0,4.0,4,when i'm gone away,True
Steven Clark - Bounty,Train,35.0,41.0,6.0,4,no one will worry,True
Steven Clark - Bounty,Train,41.0,50.0,9.0,10,cause she'll hunt for days till i'm dead and buried,True
Steven Clark - Bounty,Train,50.0,60.0,10.0,26,i can't get this bounty off my head that's right i'm marked for dead she can't forgive what i did to her won't stop until i,True
Steven Clark - Bounty,Train,60.0,66.0,6.0,14,bled can't get this bounty off my head that's right i'm marked for dead,True
Steven Clark - Bounty,Train,66.0,73.0,7.0,15,she can't forgive what i did to her one day she's gonna hunt me down,True
Steven Clark - Bounty,Train,73.0,80.0,7.0,1,-,False
Steven Clark - Bounty,Train,102.0,111.0,9.0,8,when i'm gone away no one will worry,True
Steven Clark - Bounty,Train,111.0,116.0,5.0,5,cause she'll hunt for days,True
Steven Clark - Bounty,Train,116.0,124.0,8.0,12,till i'm dead and buried can't get this bounty off my head,True
Steven Clark - Bounty,Train,124.0,129.0,5.0,14,that's right i'm marked for dead she can't forgive what i did to her,True
Steven Clark - Bounty,Train,129.0,134.0,5.0,12,won't stop until i bled can't get this bounty off my head,True
Steven Clark - Bounty,Train,134.0,139.0,5.0,14,that's right i'm marked for dead she can't forgive what i did to her,True
Steven Clark - Bounty,Train,139.0,146.0,7.0,14,won't stop until i bled can't get this bounty off my head head head,True
Steven Clark - Bounty,Train,146.0,156.0,10.0,20,i can't get this bounty off my head head head i can't get this bounty off my head head head,True
Steven Clark - Bounty,Train,156.0,164.0,8.0,18,i can't get this bounty off my head one day she's gonna hunt me down down down down,True
Steven Clark - Bounty,Train,164.0,172.0,8.0,9,down down down down down down down down down,True
Steven Clark - Bounty,Train,172.0,179.0,7.0,9,down down down down down down down down down,True
Steven Clark - Bounty,Train,179.0,186.0,7.0,3,down down down,True
Steven Clark - Bounty,Train,186.0,192.0,6.0,1,-,False
Steven Clark - Bounty,Train,192.0,200.0,8.0,1,-,False
Steven Clark - Bounty,Train,200.0,210.0,10.0,21,can't get this bounty off my head that's right i'm marked for dead she can't forgive what i did to her,True
Steven Clark - Bounty,Train,210.0,215.0,5.0,12,won't stop until i bled can't get this bounty off my head,True
Steven Clark - Bounty,Train,215.0,220.0,5.0,14,that's right i'm marked for dead she can't forgive what i did to her,True
Steven Clark - Bounty,Train,220.0,226.0,6.0,14,won't stop until i bled can't get this bounty off my head head head,True
Steven Clark - Bounty,Train,226.0,237.0,11.0,20,i can't get this bounty off my head head head i can't get this bounty off my head head head,True
Steven Clark - Bounty,Train,237.0,245.0,8.0,18,i can't get this bounty off my head one day she's gonna hunt me down down down down,True
Hop Along - Sister Cities,Train,0.0,10.0,10.0,1,-,False
Hop Along - Sister Cities,Train,10.0,20.0,10.0,1,-,False
Hop Along - Sister Cities,Train,20.0,26.0,6.0,9,see the old man on the bridge he is,True
Hop Along - Sister Cities,Train,26.0,34.0,8.0,8,hauling up a sagging net and it's full,True
Hop Along - Sister Cities,Train,34.0,42.0,8.0,11,of eels twisting through the eye sockets of a horse's head,True
Hop Along - Sister Cities,Train,42.0,52.0,10.0,7,and this fiend has no family ah,True
Hop Along - Sister Cities,Train,52.0,61.0,9.0,7,so he will outlive you and me,True
Hop Along - Sister Cities,Train,61.0,71.0,10.0,9,aha aha ah aha ah aha ah aha ah,True
Hop Along - Sister Cities,Train,74.0,80.0,6.0,6,in the hospital you talked about,True
Hop Along - Sister Cities,Train,80.0,85.0,5.0,9,thumbing down that truck ride for the first time,True
Hop Along - Sister Cities,Train,85.0,93.0,8.0,16,and the false friend kept his back turned that's when you learned the fierceness of man,True
Hop Along - Sister Cities,Train,95.0,104.0,9.0,9,how long it took to reach the sister cities,True
Hop Along - Sister Cities,Train,105.0,114.0,9.0,15,and then somehow make it back just to tell me yeah i guess i'm still,True
Hop Along - Sister Cities,Train,114.0,120.0,6.0,7,pretty mad every other day the same,True
Hop Along - Sister Cities,Train,120.0,125.0,5.0,9,long road to the old man down the street,True
Hop Along - Sister Cities,Train,126.0,135.0,9.0,15,neither one of you knows what the flowers in your hand are supposed to mean,True
Hop Along - Sister Cities,Train,138.0,149.0,11.0,13,help my uncle's gone insane in his room he sits shaking a geranium,True
Hop Along - Sister Cities,Train,149.0,155.0,6.0,9,outside the old dog resigned leaves heavy tracks for,True
Hop Along - Sister Cities,Train,155.0,163.0,8.0,12,the father dragging the rifle to find every other day the same,True
Hop Along - Sister Cities,Train,162.0,168.0,6.0,9,long road to the old man down the street,True
Hop Along - Sister Cities,Train,169.0,178.0,9.0,13,do you think someday through all the flowers your eyes finally will meet,True
Hop Along - Sister Cities,Train,179.0,190.0,11.0,24,where he'll tell you honey you know i had to shoot that dog you loved so much you know i had to do it,True
Hop Along - Sister Cities,Train,190.0,200.0,10.0,21,aw honey you know i had to shoot that dog you loved so much you know i had to do it,True
Hop Along - Sister Cities,Train,201.0,211.0,10.0,21,oh yeah i know you had to shoot that dog i loved so much i know you had to do it,True
Hop Along - Sister Cities,Train,211.0,220.0,9.0,1,-,False
Hop Along - Sister Cities,Train,220.0,228.0,8.0,1,-,False
Hop Along - Sister Cities,Train,228.0,235.0,7.0,1,-,False
Hop Along - Sister Cities,Train,235.0,242.0,7.0,1,-,False
Hop Along - Sister Cities,Train,242.0,250.0,8.0,1,-,False
Hop Along - Sister Cities,Train,250.0,255.0,5.0,1,-,False
Hop Along - Sister Cities,Train,255.0,264.0,9.0,1,-,False
Hop Along - Sister Cities,Train,264.0,271.0,7.0,1,-,False
Hop Along - Sister Cities,Train,271.0,280.0,9.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,0.0,5.0,5.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,5.0,10.0,5.0,7,intervention high pretension hierarch is my invention,True
The Scarlet Brand - Les Fleurs Du Mal,Train,10.0,16.0,6.0,6,it's just my differential existential fear,True
The Scarlet Brand - Les Fleurs Du Mal,Train,16.0,22.0,6.0,7,cause you are olympia on a couch,True
The Scarlet Brand - Les Fleurs Du Mal,Train,22.0,27.0,5.0,8,and i am the nightmare on her breast,True
The Scarlet Brand - Les Fleurs Du Mal,Train,28.0,33.0,5.0,7,cause you are a day gas dancer,True
The Scarlet Brand - Les Fleurs Du Mal,Train,33.0,39.0,6.0,9,and i am the blood stain on her dress,True
The Scarlet Brand - Les Fleurs Du Mal,Train,40.0,49.0,9.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,49.0,58.0,9.0,19,i will follow you down alley ways and watch you burning bright i will turn the lamps down low,True
The Scarlet Brand - Les Fleurs Du Mal,Train,58.0,64.0,6.0,11,and work by candle light paint for me your portrait baby,True
The Scarlet Brand - Les Fleurs Du Mal,Train,64.0,73.0,9.0,16,inside melees and mesh i will cry for your alikeness and cast it in your flash,True
The Scarlet Brand - Les Fleurs Du Mal,Train,73.0,78.0,5.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,78.0,84.0,6.0,9,cause i'm the mephisto police whispering in your ear,True
The Scarlet Brand - Les Fleurs Du Mal,Train,84.0,89.0,5.0,8,and i am the colossus in your garden,True
The Scarlet Brand - Les Fleurs Du Mal,Train,89.0,95.0,6.0,9,cause you are the bather in her blessed fountain,True
The Scarlet Brand - Les Fleurs Du Mal,Train,95.0,101.0,6.0,11,and i am the wind that makes her pail flash harden,True
The Scarlet Brand - Les Fleurs Du Mal,Train,101.0,106.0,5.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,106.0,110.0,4.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,110.0,116.0,6.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,116.0,120.0,4.0,7,i will follow you down alley ways,True
The Scarlet Brand - Les Fleurs Du Mal,Train,120.0,128.0,8.0,16,watch you burning bright i will turn the lamps down low and work by candle light,True
The Scarlet Brand - Les Fleurs Du Mal,Train,128.0,134.0,6.0,12,paint for me your portrait baby inside melees and mesh i will,True
The Scarlet Brand - Les Fleurs Du Mal,Train,133.0,140.0,7.0,12,i will cry for your alikeness and cast it in your flash,True
The Scarlet Brand - Les Fleurs Du Mal,Train,140.0,145.0,5.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,145.0,151.0,6.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,151.0,158.0,7.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,158.0,166.0,8.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,166.0,175.0,9.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,175.0,184.0,9.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,184.0,194.0,10.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,194.0,201.0,7.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,201.0,210.0,9.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,210.0,216.0,6.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,250.0,259.0,9.0,18,i will follow you down alley ways watch you burning bright i will turn the lamps down low,True
The Scarlet Brand - Les Fleurs Du Mal,Train,259.0,267.0,8.0,15,and work by candle light paint for me your portrait baby inside melees and mesh,True
The Scarlet Brand - Les Fleurs Du Mal,Train,267.0,275.0,8.0,12,i will cry for your alikeness and cast it in your flash,True
The Scarlet Brand - Les Fleurs Du Mal,Train,275.0,281.0,6.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,281.0,288.0,7.0,1,-,False
The Scarlet Brand - Les Fleurs Du Mal,Train,288.0,296.0,8.0,1,-,False
Auctioneer - Our Future Faces,Train,0.0,8.0,8.0,10,two birds in a big tricky sitting by the fountain,True
Auctioneer - Our Future Faces,Train,8.0,12.0,4.0,4,bending clues to context,True
Auctioneer - Our Future Faces,Train,12.0,22.0,10.0,11,and sleeping dreaming of their future faces at your flashing coffee,True
Auctioneer - Our Future Faces,Train,22.0,27.0,5.0,1,-,False
Auctioneer - Our Future Faces,Train,35.0,44.0,9.0,7,your flashing coffee with heavy heavy cream,True
Auctioneer - Our Future Faces,Train,44.0,51.0,7.0,1,-,False
Auctioneer - Our Future Faces,Train,51.0,59.0,8.0,13,i you or you for me baby i disagree when you tell me,True
Auctioneer - Our Future Faces,Train,59.0,65.0,6.0,7,the purpose for the passing of time,True
Auctioneer - Our Future Faces,Train,65.0,73.0,8.0,5,is very hard to find,True
Auctioneer - Our Future Faces,Train,73.0,80.0,7.0,1,-,False
Auctioneer - Our Future Faces,Train,80.0,90.0,10.0,1,-,False
Auctioneer - Our Future Faces,Train,90.0,95.0,5.0,1,-,False
Auctioneer - Our Future Faces,Train,95.0,102.0,7.0,5,here come the war women,True
Auctioneer - Our Future Faces,Train,102.0,108.0,6.0,3,one only decide,True
Auctioneer - Our Future Faces,Train,108.0,114.0,6.0,5,my love has two reflections,True
Auctioneer - Our Future Faces,Train,114.0,119.0,5.0,9,on belt maker and the battle field guide our,True
Auctioneer - Our Future Faces,Train,118.0,127.0,9.0,15,our future faces show that they already know if it's you or you for me,True
